Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR17470016	Sequencing data of NA19060	Illumina MiSeq	1373	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470016/SRR17470016.sra	SRR17470016.sra	SRR17470016_Sequencing_data_of_NA19060.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/016/SRR17470016/SRR17470016_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/016/SRR17470016/SRR17470016_2.fastq.gz	SRR17470016_2.fastq.gz	SRR17470016_Sequencing_data_of_NA19060_2.fastq.gz
SRR17470013	Sequencing data of HG00159	Illumina MiSeq	1189	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470013/SRR17470013.sra	SRR17470013.sra	SRR17470013_Sequencing_data_of_HG00159.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/013/SRR17470013/SRR17470013_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/013/SRR17470013/SRR17470013_1.fastq.gz	SRR17470013_1.fastq.gz	SRR17470013_Sequencing_data_of_HG00159_1.fastq.gz
SRR17470013	Sequencing data of HG00159	Illumina MiSeq	1189	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470013/SRR17470013.sra	SRR17470013.sra	SRR17470013_Sequencing_data_of_HG00159.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/013/SRR17470013/SRR17470013_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/013/SRR17470013/SRR17470013_2.fastq.gz	SRR17470013_2.fastq.gz	SRR17470013_Sequencing_data_of_HG00159_2.fastq.gz
SRR17470012	Sequencing data of HG01392	Illumina MiSeq	1333	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470012/SRR17470012.sra	SRR17470012.sra	SRR17470012_Sequencing_data_of_HG01392.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/012/SRR17470012/SRR17470012_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/012/SRR17470012/SRR17470012_1.fastq.gz	SRR17470012_1.fastq.gz	SRR17470012_Sequencing_data_of_HG01392_1.fastq.gz
SRR17470012	Sequencing data of HG01392	Illumina MiSeq	1333	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470012/SRR17470012.sra	SRR17470012.sra	SRR17470012_Sequencing_data_of_HG01392.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/012/SRR17470012/SRR17470012_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/012/SRR17470012/SRR17470012_2.fastq.gz	SRR17470012_2.fastq.gz	SRR17470012_Sequencing_data_of_HG01392_2.fastq.gz
SRR17470011	Sequencing data of HG03081	Illumina MiSeq	1246	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470011/SRR17470011.sra	SRR17470011.sra	SRR17470011_Sequencing_data_of_HG03081.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/011/SRR17470011/SRR17470011_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/011/SRR17470011/SRR17470011_1.fastq.gz	SRR17470011_1.fastq.gz	SRR17470011_Sequencing_data_of_HG03081_1.fastq.gz
SRR17470011	Sequencing data of HG03081	Illumina MiSeq	1246	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470011/SRR17470011.sra	SRR17470011.sra	SRR17470011_Sequencing_data_of_HG03081.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/011/SRR17470011/SRR17470011_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/011/SRR17470011/SRR17470011_2.fastq.gz	SRR17470011_2.fastq.gz	SRR17470011_Sequencing_data_of_HG03081_2.fastq.gz
SRR17470010	Sequencing data of HG01920	Illumina MiSeq	1479	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470010/SRR17470010.sra	SRR17470010.sra	SRR17470010_Sequencing_data_of_HG01920.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/010/SRR17470010/SRR17470010_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/010/SRR17470010/SRR17470010_1.fastq.gz	SRR17470010_1.fastq.gz	SRR17470010_Sequencing_data_of_HG01920_1.fastq.gz
SRR17470010	Sequencing data of HG01920	Illumina MiSeq	1479	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470010/SRR17470010.sra	SRR17470010.sra	SRR17470010_Sequencing_data_of_HG01920.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/010/SRR17470010/SRR17470010_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/010/SRR17470010/SRR17470010_2.fastq.gz	SRR17470010_2.fastq.gz	SRR17470010_Sequencing_data_of_HG01920_2.fastq.gz
SRR17470014	Sequencing data of HG03129	Illumina MiSeq	1258	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470014/SRR17470014.sra	SRR17470014.sra	SRR17470014_Sequencing_data_of_HG03129.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/014/SRR17470014/SRR17470014_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/014/SRR17470014/SRR17470014_1.fastq.gz	SRR17470014_1.fastq.gz	SRR17470014_Sequencing_data_of_HG03129_1.fastq.gz
SRR17470014	Sequencing data of HG03129	Illumina MiSeq	1258	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470014/SRR17470014.sra	SRR17470014.sra	SRR17470014_Sequencing_data_of_HG03129.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/014/SRR17470014/SRR17470014_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/014/SRR17470014/SRR17470014_2.fastq.gz	SRR17470014_2.fastq.gz	SRR17470014_Sequencing_data_of_HG03129_2.fastq.gz
SRR17470009	Sequencing data of HG02017	Illumina MiSeq	1346	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470009/SRR17470009.sra	SRR17470009.sra	SRR17470009_Sequencing_data_of_HG02017.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/009/SRR17470009/SRR17470009_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/009/SRR17470009/SRR17470009_1.fastq.gz	SRR17470009_1.fastq.gz	SRR17470009_Sequencing_data_of_HG02017_1.fastq.gz
SRR17470009	Sequencing data of HG02017	Illumina MiSeq	1346	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470009/SRR17470009.sra	SRR17470009.sra	SRR17470009_Sequencing_data_of_HG02017.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/009/SRR17470009/SRR17470009_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/009/SRR17470009/SRR17470009_2.fastq.gz	SRR17470009_2.fastq.gz	SRR17470009_Sequencing_data_of_HG02017_2.fastq.gz
SRR17470007	Sequencing data of HG02334	Illumina MiSeq	1406	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470007/SRR17470007.sra	SRR17470007.sra	SRR17470007_Sequencing_data_of_HG02334.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/007/SRR17470007/SRR17470007_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/007/SRR17470007/SRR17470007_1.fastq.gz	SRR17470007_1.fastq.gz	SRR17470007_Sequencing_data_of_HG02334_1.fastq.gz
SRR17470007	Sequencing data of HG02334	Illumina MiSeq	1406	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470007/SRR17470007.sra	SRR17470007.sra	SRR17470007_Sequencing_data_of_HG02334.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/007/SRR17470007/SRR17470007_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/007/SRR17470007/SRR17470007_2.fastq.gz	SRR17470007_2.fastq.gz	SRR17470007_Sequencing_data_of_HG02334_2.fastq.gz
SRR17470008	Sequencing data of HG02113	Illumina MiSeq	1423	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470008/SRR17470008.sra	SRR17470008.sra	SRR17470008_Sequencing_data_of_HG02113.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/008/SRR17470008/SRR17470008_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/008/SRR17470008/SRR17470008_1.fastq.gz	SRR17470008_1.fastq.gz	SRR17470008_Sequencing_data_of_HG02113_1.fastq.gz
SRR17470008	Sequencing data of HG02113	Illumina MiSeq	1423	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470008/SRR17470008.sra	SRR17470008.sra	SRR17470008_Sequencing_data_of_HG02113.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/008/SRR17470008/SRR17470008_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/008/SRR17470008/SRR17470008_2.fastq.gz	SRR17470008_2.fastq.gz	SRR17470008_Sequencing_data_of_HG02113_2.fastq.gz
SRR17470004	Sequencing data of HG02478	Illumina MiSeq	1128	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470004/SRR17470004.sra	SRR17470004.sra	SRR17470004_Sequencing_data_of_HG02478.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/004/SRR17470004/SRR17470004_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/004/SRR17470004/SRR17470004_1.fastq.gz	SRR17470004_1.fastq.gz	SRR17470004_Sequencing_data_of_HG02478_1.fastq.gz
SRR17470004	Sequencing data of HG02478	Illumina MiSeq	1128	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470004/SRR17470004.sra	SRR17470004.sra	SRR17470004_Sequencing_data_of_HG02478.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/004/SRR17470004/SRR17470004_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/004/SRR17470004/SRR17470004_2.fastq.gz	SRR17470004_2.fastq.gz	SRR17470004_Sequencing_data_of_HG02478_2.fastq.gz
SRR17470006	Sequencing data of HG00623	Illumina MiSeq	1253	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470006/SRR17470006.sra	SRR17470006.sra	SRR17470006_Sequencing_data_of_HG00623.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/006/SRR17470006/SRR17470006_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/006/SRR17470006/SRR17470006_1.fastq.gz	SRR17470006_1.fastq.gz	SRR17470006_Sequencing_data_of_HG00623_1.fastq.gz
SRR17470006	Sequencing data of HG00623	Illumina MiSeq	1253	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470006/SRR17470006.sra	SRR17470006.sra	SRR17470006_Sequencing_data_of_HG00623.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/006/SRR17470006/SRR17470006_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/006/SRR17470006/SRR17470006_2.fastq.gz	SRR17470006_2.fastq.gz	SRR17470006_Sequencing_data_of_HG00623_2.fastq.gz
SRR17470005	Sequencing data of HG03195	Illumina MiSeq	1169	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470005/SRR17470005.sra	SRR17470005.sra	SRR17470005_Sequencing_data_of_HG03195.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/005/SRR17470005/SRR17470005_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/005/SRR17470005/SRR17470005_1.fastq.gz	SRR17470005_1.fastq.gz	SRR17470005_Sequencing_data_of_HG03195_1.fastq.gz
SRR17470005	Sequencing data of HG03195	Illumina MiSeq	1169	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470005/SRR17470005.sra	SRR17470005.sra	SRR17470005_Sequencing_data_of_HG03195.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/005/SRR17470005/SRR17470005_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/005/SRR17470005/SRR17470005_2.fastq.gz	SRR17470005_2.fastq.gz	SRR17470005_Sequencing_data_of_HG03195_2.fastq.gz
SRR17470003	Sequencing data of HG02688	Illumina MiSeq	1142	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470003/SRR17470003.sra	SRR17470003.sra	SRR17470003_Sequencing_data_of_HG02688.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/003/SRR17470003/SRR17470003_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/003/SRR17470003/SRR17470003_1.fastq.gz	SRR17470003_1.fastq.gz	SRR17470003_Sequencing_data_of_HG02688_1.fastq.gz
SRR17470003	Sequencing data of HG02688	Illumina MiSeq	1142	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470003/SRR17470003.sra	SRR17470003.sra	SRR17470003_Sequencing_data_of_HG02688.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/003/SRR17470003/SRR17470003_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/003/SRR17470003/SRR17470003_2.fastq.gz	SRR17470003_2.fastq.gz	SRR17470003_Sequencing_data_of_HG02688_2.fastq.gz
SRR17470001	Sequencing data of NA19449	Illumina MiSeq	1165	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470001/SRR17470001.sra	SRR17470001.sra	SRR17470001_Sequencing_data_of_NA19449.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/001/SRR17470001/SRR17470001_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/001/SRR17470001/SRR17470001_1.fastq.gz	SRR17470001_1.fastq.gz	SRR17470001_Sequencing_data_of_NA19449_1.fastq.gz
SRR17470001	Sequencing data of NA19449	Illumina MiSeq	1165	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470001/SRR17470001.sra	SRR17470001.sra	SRR17470001_Sequencing_data_of_NA19449.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/001/SRR17470001/SRR17470001_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/001/SRR17470001/SRR17470001_2.fastq.gz	SRR17470001_2.fastq.gz	SRR17470001_Sequencing_data_of_NA19449_2.fastq.gz
SRR17470002	Sequencing data of NA20336	Illumina MiSeq	1229	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470002/SRR17470002.sra	SRR17470002.sra	SRR17470002_Sequencing_data_of_NA20336.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/002/SRR17470002/SRR17470002_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/002/SRR17470002/SRR17470002_1.fastq.gz	SRR17470002_1.fastq.gz	SRR17470002_Sequencing_data_of_NA20336_1.fastq.gz
SRR17470002	Sequencing data of NA20336	Illumina MiSeq	1229	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470002/SRR17470002.sra	SRR17470002.sra	SRR17470002_Sequencing_data_of_NA20336.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/002/SRR17470002/SRR17470002_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/002/SRR17470002/SRR17470002_2.fastq.gz	SRR17470002_2.fastq.gz	SRR17470002_Sequencing_data_of_NA20336_2.fastq.gz
SRR17469999	Sequencing data of NA19773	Illumina MiSeq	1183	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469999/SRR17469999.sra	SRR17469999.sra	SRR17469999_Sequencing_data_of_NA19773.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/099/SRR17469999/SRR17469999_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/099/SRR17469999/SRR17469999_1.fastq.gz	SRR17469999_1.fastq.gz	SRR17469999_Sequencing_data_of_NA19773_1.fastq.gz
SRR17469999	Sequencing data of NA19773	Illumina MiSeq	1183	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469999/SRR17469999.sra	SRR17469999.sra	SRR17469999_Sequencing_data_of_NA19773.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/099/SRR17469999/SRR17469999_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/099/SRR17469999/SRR17469999_2.fastq.gz	SRR17469999_2.fastq.gz	SRR17469999_Sequencing_data_of_NA19773_2.fastq.gz
SRR17469998	Sequencing data of HG02073	Illumina MiSeq	1251	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469998/SRR17469998.sra	SRR17469998.sra	SRR17469998_Sequencing_data_of_HG02073.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/098/SRR17469998/SRR17469998_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/098/SRR17469998/SRR17469998_1.fastq.gz	SRR17469998_1.fastq.gz	SRR17469998_Sequencing_data_of_HG02073_1.fastq.gz
SRR17469998	Sequencing data of HG02073	Illumina MiSeq	1251	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469998/SRR17469998.sra	SRR17469998.sra	SRR17469998_Sequencing_data_of_HG02073.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/098/SRR17469998/SRR17469998_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/098/SRR17469998/SRR17469998_2.fastq.gz	SRR17469998_2.fastq.gz	SRR17469998_Sequencing_data_of_HG02073_2.fastq.gz
SRR17469996	Sequencing data of HG02292	Illumina MiSeq	986	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469996/SRR17469996.sra	SRR17469996.sra	SRR17469996_Sequencing_data_of_HG02292.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/096/SRR17469996/SRR17469996_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/096/SRR17469996/SRR17469996_1.fastq.gz	SRR17469996_1.fastq.gz	SRR17469996_Sequencing_data_of_HG02292_1.fastq.gz
SRR17469996	Sequencing data of HG02292	Illumina MiSeq	986	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469996/SRR17469996.sra	SRR17469996.sra	SRR17469996_Sequencing_data_of_HG02292.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/096/SRR17469996/SRR17469996_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/096/SRR17469996/SRR17469996_2.fastq.gz	SRR17469996_2.fastq.gz	SRR17469996_Sequencing_data_of_HG02292_2.fastq.gz
SRR17470000	Sequencing data of NA19770	Illumina MiSeq	1171	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470000/SRR17470000.sra	SRR17470000.sra	SRR17470000_Sequencing_data_of_NA19770.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/000/SRR17470000/SRR17470000_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/000/SRR17470000/SRR17470000_1.fastq.gz	SRR17470000_1.fastq.gz	SRR17470000_Sequencing_data_of_NA19770_1.fastq.gz
SRR17470000	Sequencing data of NA19770	Illumina MiSeq	1171	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17470000/SRR17470000.sra	SRR17470000.sra	SRR17470000_Sequencing_data_of_NA19770.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/000/SRR17470000/SRR17470000_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/000/SRR17470000/SRR17470000_2.fastq.gz	SRR17470000_2.fastq.gz	SRR17470000_Sequencing_data_of_NA19770_2.fastq.gz
SRR17469997	Sequencing data of HG02301	Illumina MiSeq	1026	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469997/SRR17469997.sra	SRR17469997.sra	SRR17469997_Sequencing_data_of_HG02301.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/097/SRR17469997/SRR17469997_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/097/SRR17469997/SRR17469997_1.fastq.gz	SRR17469997_1.fastq.gz	SRR17469997_Sequencing_data_of_HG02301_1.fastq.gz
SRR17469997	Sequencing data of HG02301	Illumina MiSeq	1026	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469997/SRR17469997.sra	SRR17469997.sra	SRR17469997_Sequencing_data_of_HG02301.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/097/SRR17469997/SRR17469997_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/097/SRR17469997/SRR17469997_2.fastq.gz	SRR17469997_2.fastq.gz	SRR17469997_Sequencing_data_of_HG02301_2.fastq.gz
SRR17469995	Sequencing data of HG00708	Illumina MiSeq	1069	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469995/SRR17469995.sra	SRR17469995.sra	SRR17469995_Sequencing_data_of_HG00708.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/095/SRR17469995/SRR17469995_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/095/SRR17469995/SRR17469995_1.fastq.gz	SRR17469995_1.fastq.gz	SRR17469995_Sequencing_data_of_HG00708_1.fastq.gz
SRR17469995	Sequencing data of HG00708	Illumina MiSeq	1069	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469995/SRR17469995.sra	SRR17469995.sra	SRR17469995_Sequencing_data_of_HG00708.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/095/SRR17469995/SRR17469995_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/095/SRR17469995/SRR17469995_2.fastq.gz	SRR17469995_2.fastq.gz	SRR17469995_Sequencing_data_of_HG00708_2.fastq.gz
SRR17469994	Sequencing data of HG00137	Illumina MiSeq	990	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469994/SRR17469994.sra	SRR17469994.sra	SRR17469994_Sequencing_data_of_HG00137.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/094/SRR17469994/SRR17469994_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/094/SRR17469994/SRR17469994_1.fastq.gz	SRR17469994_1.fastq.gz	SRR17469994_Sequencing_data_of_HG00137_1.fastq.gz
SRR17469994	Sequencing data of HG00137	Illumina MiSeq	990	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469994/SRR17469994.sra	SRR17469994.sra	SRR17469994_Sequencing_data_of_HG00137.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/094/SRR17469994/SRR17469994_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/094/SRR17469994/SRR17469994_2.fastq.gz	SRR17469994_2.fastq.gz	SRR17469994_Sequencing_data_of_HG00137_2.fastq.gz
SRR17469992	Sequencing data of HG02681	Illumina MiSeq	975	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469992/SRR17469992.sra	SRR17469992.sra	SRR17469992_Sequencing_data_of_HG02681.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/092/SRR17469992/SRR17469992_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/092/SRR17469992/SRR17469992_1.fastq.gz	SRR17469992_1.fastq.gz	SRR17469992_Sequencing_data_of_HG02681_1.fastq.gz
